name	class_name	signature	hover
_body_set_state	PhysicsServer3DExtension	_body_set_state(body: RID, state: enum::PhysicsServer3D.BodyState, value: Variant) -> void	
_body_set_state_sync_callback	PhysicsServer2DExtension	_body_set_state_sync_callback(body: RID, callable: Callable) -> void	Assigns the [param body] to call the given [param callable] during the synchronization phase of the loop, before [method _step] is called. See also [method _sync]. Overridable version of [method PhysicsServer2D.body_set_state_sync_callback].
_body_set_state_sync_callback	PhysicsServer3DExtension	_body_set_state_sync_callback(body: RID, callable: Callable) -> void	
_body_set_user_flags	PhysicsServer3DExtension	_body_set_user_flags(body: RID, flags: int) -> void	
_body_test_motion	PhysicsServer2DExtension	_body_test_motion(body: RID, from: Transform2D, motion: Vector2, margin: float, collide_separation_ray: bool, recovery_as_collision: bool, result: PhysicsServer2DExtensionMotionResult*) -> bool	Overridable version of [method PhysicsServer2D.body_test_motion]. Unlike the exposed implementation, this method does not receive all of the arguments inside a [PhysicsTestMotionParameters2D].
_body_test_motion	PhysicsServer3DExtension	_body_test_motion(body: RID, from: Transform3D, motion: Vector3, margin: float, max_collisions: int, collide_separation_ray: bool, recovery_as_collision: bool, result: PhysicsServer3DExtensionMotionResult*) -> bool	
_box_shape_create	PhysicsServer3DExtension	_box_shape_create() -> RID	
_breakpoint_set_in_tree	EditorDebuggerPlugin	_breakpoint_set_in_tree(script: Script, line: int, enabled: bool) -> void	Override this method to be notified when a breakpoint is set in the editor.
_breakpoints_cleared_in_tree	EditorDebuggerPlugin	_breakpoints_cleared_in_tree() -> void	Override this method to be notified when all breakpoints are cleared in the editor.
_build	EditorPlugin	_build() -> bool	This method is called when the editor is about to run the project. The plugin can then perform required operations before the project runs. This method must return a boolean. If this method returns [code]false[/code], the project will not run. The run is aborted immediately, so this also prevents all other plugins' [method _build] methods from running.
_can_be_hidden	EditorNode3DGizmoPlugin	_can_be_hidden() -> bool	Override this method to define whether the gizmos handled by this plugin can be hidden or not. Returns [code]true[/code] if not overridden.
_can_do_next_pass	Material	_can_do_next_pass() -> bool	Only exposed for the purpose of overriding. You cannot call this function directly. Used internally to determine if [member next_pass] should be shown in the editor or not.
_can_drop_data	Control	_can_drop_data(at_position: Vector2, data: Variant) -> bool	Godot calls this method to test if [param data] from a control's [method _get_drag_data] can be dropped at [param at_position]. [param at_position] is local to this control. This method should only be used to test the data. Process the data in [method _drop_data]. [b]Note:[/b] If the drag was initiated by a keyboard shortcut or [method accessibility_drag], [param at_position] is set to [constant Vector2.INF], and the currently selected item/text position should be used as the drop position. [codeblocks] [gdscript] func _can_drop_data(position, data): # Check position if it is relevant to you # Otherwise, just check data return typeof(data) == TYPE_DICTIONARY and data.has("expected") [/gdscript] [csharp] public override bool _CanDropData(Vector2 atPosition, Variant data) { // Check position if it is relevant to you // Otherwise, just check data return data.VariantType == Variant.Type.Dictionary && data.AsGodotDictionary().ContainsKey("expected"); } [/csharp] [/codeblocks]
_can_export	EditorExportPlatformExtension	_can_export(preset: EditorExportPreset, debug: bool) -> bool	Returns [code]true[/code] if the specified [param preset] is valid and can be exported. Use [method set_config_error] and [method set_config_missing_templates] to set error details. Usual implementations call [method _has_valid_export_configuration] and [method _has_valid_project_configuration] to determine if exporting is possible.
_can_generate_small_preview	EditorResourcePreviewGenerator	_can_generate_small_preview() -> bool	If this function returns [code]true[/code], the generator will call [method _generate] or [method _generate_from_path] for small previews as well. By default, it returns [code]false[/code].
_can_handle	EditorInspectorPlugin	_can_handle(object: Object) -> bool	Returns [code]true[/code] if this object can be handled by this plugin.
_can_import_threaded	EditorImportPlugin	_can_import_threaded() -> bool	Tells whether this importer can be run in parallel on threads, or, on the contrary, it's only safe for the editor to call it from the main thread, for one file at a time. If this importer's implementation is thread-safe and can be run in parallel, override this with [code]true[/code] to optimize for concurrency. If not overridden, returns [code]false[/code].
_can_inherit_from_file	ScriptLanguageExtension	_can_inherit_from_file() -> bool	
_can_instantiate	ScriptExtension	_can_instantiate() -> bool	
_can_make_function	ScriptLanguageExtension	_can_make_function() -> bool	
_can_use_render_priority	Material	_can_use_render_priority() -> bool	Only exposed for the purpose of overriding. You cannot call this function directly. Used internally to determine if [member render_priority] should be shown in the editor or not.
_capsule_shape_create	PhysicsServer2DExtension	_capsule_shape_create() -> RID	Overridable version of [method PhysicsServer2D.capsule_shape_create].
_capsule_shape_create	PhysicsServer3DExtension	_capsule_shape_create() -> RID	
_capture	EditorDebuggerPlugin	_capture(message: String, data: Array, session_id: int) -> bool	Override this method to process incoming messages. The [param session_id] is the ID of the [EditorDebuggerSession] that received the [param message]. Use [method get_session] to retrieve the session. This method should return [code]true[/code] if the message is recognized.
_cast_motion	PhysicsDirectSpaceState2DExtension	_cast_motion(shape_rid: RID, transform: Transform2D, motion: Vector2, margin: float, collision_mask: int, collide_with_bodies: bool, collide_with_areas: bool, closest_safe: float*, closest_unsafe: float*) -> bool	
_cast_motion	PhysicsDirectSpaceState3DExtension	_cast_motion(shape_rid: RID, transform: Transform3D, motion: Vector3, margin: float, collision_mask: int, collide_with_bodies: bool, collide_with_areas: bool, closest_safe: float*, closest_unsafe: float*, info: PhysicsServer3DExtensionShapeRestInfo*) -> bool	
_checkout_branch	EditorVCSInterface	_checkout_branch(branch_name: String) -> bool	Checks out a [param branch_name] in the VCS.
_circle_shape_create	PhysicsServer2DExtension	_circle_shape_create() -> RID	Overridable version of [method PhysicsServer2D.circle_shape_create].
_cleanup	EditorExportPlatformExtension	_cleanup() -> void	Called by the editor before platform is unregistered.
_cleanup	TextServerExtension	_cleanup() -> void	This method is called before text server is unregistered.
_clear	EditorPlugin	_clear() -> void	Clear all the state and reset the object being edited to zero. This ensures your plugin does not keep editing a currently existing node, or a node from the wrong scene.
_clear_highlighting_cache	SyntaxHighlighter	_clear_highlighting_cache() -> void	Virtual method which can be overridden to clear any local caches.
_close	MultiplayerPeerExtension	_close() -> void	Called when the multiplayer peer should be immediately closed (see [method MultiplayerPeer.close]).
_close	WebRTCDataChannelExtension	_close() -> void	
_close	WebRTCPeerConnectionExtension	_close() -> void	
_collide_shape	PhysicsDirectSpaceState2DExtension	_collide_shape(shape_rid: RID, transform: Transform2D, motion: Vector2, margin: float, collision_mask: int, collide_with_bodies: bool, collide_with_areas: bool, results: void*, max_results: int, result_count: int32_t*) -> bool	
_collide_shape	PhysicsDirectSpaceState3DExtension	_collide_shape(shape_rid: RID, transform: Transform3D, motion: Vector3, margin: float, collision_mask: int, collide_with_bodies: bool, collide_with_areas: bool, results: void*, max_results: int, result_count: int32_t*) -> bool	
_commit	EditorVCSInterface	_commit(msg: String) -> void	Commits the currently staged changes and applies the commit [param msg] to the resulting commit.
_commit_handle	EditorNode3DGizmo	_commit_handle(id: int, secondary: bool, restore: Variant, cancel: bool) -> void	Override this method to commit a handle being edited (handles must have been previously added by [method add_handles]). This usually means creating an [UndoRedo] action for the change, using the current handle value as "do" and the [param restore] argument as "undo". If the [param cancel] argument is [code]true[/code], the [param restore] value should be directly set, without any [UndoRedo] action. The [param secondary] argument is [code]true[/code] when the committed handle is secondary (see [method add_handles] for more information).
_commit_handle	EditorNode3DGizmoPlugin	_commit_handle(gizmo: EditorNode3DGizmo, handle_id: int, secondary: bool, restore: Variant, cancel: bool) -> void	Override this method to commit a handle being edited (handles must have been previously added by [method EditorNode3DGizmo.add_handles] during [method _redraw]). This usually means creating an [UndoRedo] action for the change, using the current handle value as "do" and the [param restore] argument as "undo". If the [param cancel] argument is [code]true[/code], the [param restore] value should be directly set, without any [UndoRedo] action. The [param secondary] argument is [code]true[/code] when the committed handle is secondary (see [method EditorNode3DGizmo.add_handles] for more information). Called for this plugin's active gizmos.
_commit_subgizmos	EditorNode3DGizmo	_commit_subgizmos(ids: PackedInt32Array, restores: typedarray::Transform3D, cancel: bool) -> void	Override this method to commit a group of subgizmos being edited (see [method _subgizmos_intersect_ray] and [method _subgizmos_intersect_frustum]). This usually means creating an [UndoRedo] action for the change, using the current transforms as "do" and the [param restores] transforms as "undo". If the [param cancel] argument is [code]true[/code], the [param restores] transforms should be directly set, without any [UndoRedo] action.
_commit_subgizmos	EditorNode3DGizmoPlugin	_commit_subgizmos(gizmo: EditorNode3DGizmo, ids: PackedInt32Array, restores: typedarray::Transform3D, cancel: bool) -> void	Override this method to commit a group of subgizmos being edited (see [method _subgizmos_intersect_ray] and [method _subgizmos_intersect_frustum]). This usually means creating an [UndoRedo] action for the change, using the current transforms as "do" and the [param restores] transforms as "undo". If the [param cancel] argument is [code]true[/code], the [param restores] transforms should be directly set, without any [UndoRedo] action. As with all subgizmo methods, transforms are given in local space respect to the gizmo's Node3D. Called for this plugin's active gizmos.
_complete_code	ScriptLanguageExtension	_complete_code(code: String, path: String, owner: Object) -> Dictionary	
_compute_cost	AStar2D	_compute_cost(from_id: int, to_id: int) -> float	Called when computing the cost between two connected points. Note that this function is hidden in the default [AStar2D] class.
_compute_cost	AStar3D	_compute_cost(from_id: int, to_id: int) -> float	Called when computing the cost between two connected points. Note that this function is hidden in the default [AStar3D] class.
_compute_cost	AStarGrid2D	_compute_cost(from_id: Vector2i, to_id: Vector2i) -> float	Called when computing the cost between two connected points. Note that this function is hidden in the default [AStarGrid2D] class.
_concave_polygon_shape_create	PhysicsServer2DExtension	_concave_polygon_shape_create() -> RID	Overridable version of [method PhysicsServer2D.concave_polygon_shape_create].
_concave_polygon_shape_create	PhysicsServer3DExtension	_concave_polygon_shape_create() -> RID	
_cone_twist_joint_get_param	PhysicsServer3DExtension	_cone_twist_joint_get_param(joint: RID, param: enum::PhysicsServer3D.ConeTwistJointParam) -> float	
_cone_twist_joint_set_param	PhysicsServer3DExtension	_cone_twist_joint_set_param(joint: RID, param: enum::PhysicsServer3D.ConeTwistJointParam, value: float) -> void	
_configure	RenderSceneBuffersExtension	_configure(config: RenderSceneBuffersConfiguration) -> void	Implement this in GDExtension to handle the (re)sizing of a viewport.
_confirm_code_completion	CodeEdit	_confirm_code_completion(replace: bool) -> void	Override this method to define how the selected entry should be inserted. If [param replace] is [code]true[/code], any existing text should be replaced.
_convert	EditorResourceConversionPlugin	_convert(resource: Resource) -> Resource	Takes an input [Resource] and converts it to the type given in [method _converts_to]. The returned [Resource] is the result of the conversion, and the input [Resource] remains unchanged.
_convert_scene_node	GLTFDocumentExtension	_convert_scene_node(state: GLTFState, gltf_node: GLTFNode, scene_node: Node) -> void	Part of the export process. This method is run after [method _export_preflight] and before [method _export_post_convert]. Runs when converting the data from a Godot scene node. This method can be used to process the Godot scene node data into a format that can be used by [method _export_node].
